Name,Current Price,Original Price,Discount,Brand,Rating,Review Count,Image URL,Product URL
itel Multi-function Blender 1.5L  M1-Lite 350W Motor-easy Mixing,17488,26848,35%,itel,4.1,1201,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/6210433/1.jpg?5748","https://www.jumia.com.ng/itel-multi-function-blender-1.5l-m1-lite-350w-motor-easy-mixing-334012686.html"
5Pieces Light Bulb LED E27-5W-Cool White Light,2120,3313,36%,Generic,3.7,212,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/3361304/1.jpg?9922","https://www.jumia.com.ng/generic-5pieces-light-bulb-led-e27-5w-cool-white-light-403163389.html"
Hisense 7.5kg Twin Tub Washing Machine - (WSQB 753 (JF),190970,220399,13%,Hisense,4.2,1655,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/797234/1.jpg?9713","https://www.jumia.com.ng/7.5kg-twin-tub-washing-machine-wsqb-753-jf-hisense-mpg10634334.html"
SOLITEC 18" Standing fan plus,18999,20058,5%,SOLITEC,3.9,576,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/0208404/1.jpg?0143","https://www.jumia.com.ng/solitec-18-standing-fan-plus-404802075.html"
HANSEN 18 Inches Industrial Standing Fan With 8-speed gearshift  HS-2R,20057,N/A,N/A,HANSEN,4.2,64,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/4594814/1.jpg?1763","https://www.jumia.com.ng/hansen-18-inches-industrial-standing-fan-with-8-speed-gearshift-hs-2r-418495413.html"
HANSEN 18 inches Industrial level standing fan,19540,N/A,N/A,HANSEN,3.9,332,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/2926214/1.jpg?3361","https://www.jumia.com.ng/hansen-18-inches-industrial-level-standing-fan-412629218.html"
Binatone Dry Iron (Di1255) + 2 Years Warranty,12745,16380,22%,Binatone,4,2444,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/8889201/2.jpg?6502","https://www.jumia.com.ng/binatone-dry-iron-di1255-2-years-warranty-102988845.html"
Water Filter Purifier 6-Layer Filtering Adjustable Universal,2315,3200,28%,Generic,3.8,955,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/3783172/1.jpg?3106","https://www.jumia.com.ng/generic-water-filter-purifier-6-layer-filtering-adjustable-universal-271387375.html"
Hisense 20 Litres Microwave (H20MOWS14) - White With 1 Year Warranty,76999,81000,5%,Hisense,4.4,183,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/9178004/1.jpg?6304","https://www.jumia.com.ng/hisense-20-litres-microwave-h20mows14-white-with-1-year-warranty-400871962.html"
Goldcrown Sandwich Maker + 12 Months Warranty:model number -  GC-SM002/3/4,12800,13967,8%,N/A,4.1,704,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/5870014/1.jpg?9111","https://www.jumia.com.ng/jd-smp-toaster-12-months-warranty-sm01-s-sm01-s-jdsmp-generic-mpg10446038.html"
Skyrun 70 Litres Double Door Top Mount Fridge (BCD-85HC) - Starry Night Black.,192150,210000,9%,Skyrun,3.6,225,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/0757773/1.jpg?4818","https://www.jumia.com.ng/skyrun-70-litres-double-door-top-mount-fridge-bcd-85hc-starry-night-black.-377757053.html"
SILVER CREST 8L Extra Large Capacity Digital AirFryer,36785,N/A,N/A,SILVER CREST,4.7,7,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/7705814/1.jpg?3423","https://www.jumia.com.ng/silver-crest-8l-extra-large-capacity-digital-airfryer-418507707.html"
Rechargeable Light Bulb Home / Outdoors 20W-Cool White,3385,6402,47%,Generic,3.5,228,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/7928204/1.jpg?6362","https://www.jumia.com.ng/generic-rechargeable-light-bulb-home-outdoors-20w-cool-white-402829716.html"
High Speed Fast Boiling Heating Electric Kettle,7849,N/A,N/A,Generic,4.1,62,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/5149552/1.jpg?8173","https://www.jumia.com.ng/generic-high-speed-fast-boiling-heating-electric-kettle-255941572.html"
Aeon 4 Burner 50 x 50 Gas Cooker (AGC5040J) - Black,139000,142000,2%,Aeon,4.2,66,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/0913104/1.jpg?3819","https://www.jumia.com.ng/aeon-4-burner-50-x-50-gas-cooker-agc5040j-black-401319089.html"
Large Cotton Bath Towel -Green,7899,15000,47%,Generic,3.9,1240,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/8053412/1.jpg?9661","https://www.jumia.com.ng/generic-large-cotton-bath-towel-green-214350839.html"
Binatone Binatone Smoother Gliding Steam Iron (SI-1605) - Blue + 2 Years Warranty.,14835,17970,17%,Binatone,4,6484,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/9994214/1.jpg?8298","https://www.jumia.com.ng/smoother-gliding-steam-iron-si-1605-blue-2-years-warranty-binatone-mpg10684125.html"
Panasonic 8.0Liters Extra Large Capacity Airfryer-4500W,48500,65000,25%,Panasonic,4.3,110,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/1747514/1.jpg?9179","https://www.jumia.com.ng/panasonic-8.0liters-extra-large-capacity-airfryer-4500w-415747154.html"
Ultra-Soft Fiber Pillow - 2 pieces,9700,15000,35%,N/A,4,272,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/2859004/1.jpg?6921","https://www.jumia.com.ng/generic-ultra-soft-fiber-pillow-2-pieces-400958213.html"
Stainless Steel Leather Classic Hip Flask - Whiskey Bottle,26018,N/A,N/A,Generic,5,1,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/8348604/1.jpg?8253","https://www.jumia.com.ng/generic-stainless-steel-leather-classic-hip-flask-whiskey-bottle-406843858.html"
Hc Rechargeable Standing Fan(C168) + Solar panel-White,40000,42532,6%,Hc,4.1,461,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/3448404/1.jpg?1502","https://www.jumia.com.ng/solar-compatible-rechargeable-standing-fan-c168-white-hc-mpg10224736.html"
Modern 3D Pattern Large Center Rug- 120*160cm(4ft X 6ft)-BU,18995,29000,35%,Generic,3.7,376,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/4587121/1.jpg?2255","https://www.jumia.com.ng/generic-modern-3d-pattern-large-center-rug-120160cm4ft-x-6ft-bu-121785479.html"
Syinix 110mm Extra-Large Gas Cooker /11mm Copper Valveno-Rust,21357,N/A,N/A,Syinix,4,322,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/6783793/1.jpg?9133","https://www.jumia.com.ng/syinix-110mm-extra-large-gas-cooker-11mm-copper-valveno-rust-397387637.html"
SILVER CREST 2L Industrial 8500W 9525 Motor Dry Grinder Blender With 2 Jar,28400,45000,37%,SILVER CREST,4,60,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/408217/1.jpg?6201","https://www.jumia.com.ng/silver-crest-2l-industrial-8500w-9525-motor-dry-grinder-blender-with-2-jar-71280449.html"
DIY Wall Clock With Number Stickers - Night - 40cm,5793,9875,41%,Generic,3.9,540,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/9276072/1.jpg?6624","https://www.jumia.com.ng/generic-diy-wall-clock-with-number-stickers-night-40cm-270672963.html"
TINMO 18 Inches Rechargeable Standing fan + 12 Months Warranty + Solar Panel & 2 bulbs,47900,58250,18%,N/A,4.1,717,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/9307104/1.jpg?4233","https://www.jumia.com.ng/tinmo-18-inches-rechargeable-standing-fan-12-months-warranty-solar-panel-2-bulbs-401703906.html"
SILVER CREST Industrial 8500W Food Crusher Blender EXTRA MILL JAR,28500,45000,37%,SILVER CREST,4.1,91,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4163652/1.jpg?5689","https://www.jumia.com.ng/silver-crest-industrial-8500w-food-crusher-blender-extra-mill-jar-256361414.html"
DIY Wall Clock With Number Stickers - Black - 40cm,3972,6578,40%,Generic,4,612,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/8276072/1.jpg?5886","https://www.jumia.com.ng/generic-diy-wall-clock-with-number-stickers-black-40cm-270672834.html"
Pinnacle 6.5 Litres Extra Large Capacity Airfryer,45000,96000,53%,Pinnacle,4.3,287,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/507838/1.jpg?1997","https://www.jumia.com.ng/pinnacle-6.5-litres-extra-large-capacity-airfryer-83870541.html"
